0,0.33337,0,0,0.97584,0,0.55544,0.8463,0,0,0.40806,0,0,0,0.91189,0,0,0,0,0,0.67116,0,0,0.72072,0,0,0,0,0,0,0,0,0,0.41318,0,0,0,0,0,0,0,0,0,0,0.013795,0,0.53169,0,0,0,0,0.072831,0,0,0,0,0,0.67772,0.95912,0,0.93927,0,0,0
0,0,0,0.37957,0,0,0,0,0,0,0,0,0.47657,0.91189,0,0,0.13229,0,0.22664,0,0,0,0,0,0,0.62991,0,0.084423,0.24877,0,0,0.51577,0,0.09863,0,0,0,0,0,0.91548,0,0.60431,0.91288,0.14395,0,0,0.52112,0,0.069973,0,0,0,0,0,0,0.0062258,0.98445,0,0,0,0,0,0.62292,0
0,0,0,0.25375,0,0.13261,0,0,0,0.545,0,0.8278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3193,0,0,0,0,0,0.65561,0.047844,0,0.40236,0.47942,0,0,0,0.48166,0,0,0,0,0.53396,0,0,0,0,0.99537,0,0,0,0.54825,0,0,0,0.48231,0.08327,0.52293,0.84776
0,0,0.41377,0,0,0,0,0,0.50275,0.12544,0,0,0,0,0.13229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9108,0,0.74668,0.79064,0,0,0.9382,0,0.26118,0,0,0,0,0,0,0.85061,0.47371,0,0,0,0,0,0,0.75122,0,0,0,0,0.74925,0.80584,0.1529,0,0,0,0,0
0,0,0,0,0,0.86467,0,0,0.41996,0.23988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55531,0,0,0,0,0,0,0.62239,0.73456,0,0,0,0,0,0.8956,0,0,0,0,0.9512,0,0.77431,0,0,0,0.61368,0,0,0,0,0,0,0,0.15254,0.2343,0,0,0.41324,0
0,0.0043351,0.8281,0.50744,0,0.36616,0,0,0,0,0,0,0,0,0.22664,0,0,0,0,0,0.65242,0,0,0,0,0,0,0,0.88522,0,0,0,0.99755,0.63731,0,0.73826,0.094808,0,0.565,0,0,0,0,0.33787,0,0.45217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58278
0,0,0,0.87503,0,0,0.34857,0,0,0.041921,0,0,0,0,0,0,0,0,0,0,0,0.97014,0.7753,0,0,0,0,0,0.79459,0,0,0,0.51734,0,0,0,0,0,0,0.48251,0.48838,0,0,0.2752,0,0,0,0.57425,0,0.79388,0.78297,0,0,0,0,0,0,0.53124,0,0.4647,0,0,0.21779,0
0,0.87541,0.46752,0,0,0,0,0.14134,0.068134,0,0,0.71424,0.30799,0.67116,0,0,0,0,0.65242,0,0,0.21517,0.17937,0.013656,0,0.12758,0,0,0,0,0,0,0,0,0.62043,0,0,0,0,0.44274,0.72904,0,0.85181,0.006011,0,0.8492,0,0.4128,0,0.46911,0,0,0,0,0,0,0.84185,0,0,0,0,0,0,0
0,0,0.38928,0.11715,0,0.24042,0,0.68491,0,0,0,0.83925,0,0,0,0,0,0,0,0.97014,0.21517,0,0,0,0,0,0,0,0,0,0,0.20449,0,0.073842,0,0.038002,0,0,0.48962,0,0.20262,0,0,0.80191,0,0,0,0,0,0,0,0,0,0,0,0.37435,0,0,0,0,0,0,0,0
0,0,0.38959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7753,0.17937,0,0,0.37406,0,0,0,0,0,0,0.97726,0,0.99051,0,0,0.95424,0,0,0.26981,0,0.21628,0,0,0,0,0.39043,0.12026,0.014764,0,0.30952,0,0,0,0,0,0,0,0,0,0,0,0,0.85855,0
0,0,0,0,0,0,0,0.43146,0,0.33784,0,0,0,0.72072,0,0,0,0,0,0,0.013656,0,0.37406,0,0.83275,0,0,0,0.92581,0,0,0,0,0,0.28284,0,0,0,0,0.31175,0,0,0,0,0.24895,0,0,0.70276,0.95003,0.68758,0,0,0.64975,0,0,0,0,0.9559,0,0,0,0,0,0
0,0.21321,0,0,0,0,0.19325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83275,0,0,0,0.53125,0,0,0,0,0.22653,0,0,0,0,0.88423,0,0.055314,0,0,0,0,0,0,0.62545,0,0,0,0,0.83119,0,0.26222,0,0,0,0,0.15555,0,0,0,0,0
0,0,0,0,0.21966,0,0,0,0,0.40628,0,0,0,0,0.62991,0,0,0.55531,0,0,0.12758,0,0,0,0,0,0,0.80062,0,0,0,0,0,0,0,0,0,0,0,0.75379,0,0.51643,0,0,0.38642,0,0,0.50675,0,0.98685,0,0.92234,0,0,0.95253,0,0,0.066677,0,0,0,0,0,0
0,0,0,0,0,0.86272,0.24288,0,0,0.83427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38391,0,0,0,0,0.74237,0,0,0,0,0,0.0075074,0.80991,0,0,0,0,0,0,0,0,0,0.70395,0.57959,0,0,0,0,0.089569,0,0,0,0.86101,0.58618
0,0,0.68246,0.35812,0,0.98693,0,0,0,0,0.083986,0.25031,0.81135,0,0.084423,0,0,0,0,0,0,0,0,0,0.53125,0.80062,0,0,0,0,0.26021,0.67811,0.39801,0.12051,0,0,0,0,0,0,0,0,0,0,0,0.73838,0.34665,0.38127,0,0.76993,0.56662,0,0.9323,0,0,0,0,0,0,0,0,0,0.28394,0
0.68569,0,0,0,0,0,0,0.46622,0.26032,0.56927,0,0,0,0,0.24877,0.3193,0.9108,0,0.88522,0.79459,0,0,0,0.92581,0,0,0,0,0,0,0,0.052486,0.69657,0,0,0,0,0,0,0,0,0.68893,0.18676,0,0,0,0.33462,0.064932,0,0,0,0,0,0.87833,0,0,0,0,0,0,0,0.66015,0,0
0,0,0,0.053598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80117,0.064641,0,0,0,0,0.70058,0.98974,0,0,0.94602,0,0,0,0,0,0,0.15821,0,0,0,0,0,0,0.9015,0,0,0.45442,0.61939,0,0,0,0
0,0,0,0,0.68529,0,0,0.62028,0,0,0,0,0,0,0,0,0.74668,0,0,0,0,0,0.97726,0,0,0,0.38391,0.26021,0,0,0,0,0,0.9816,0,0,0,0.24187,0,0,0,0,0,0,0,0.97644,0,0,0,0,0.81132,0,0.68765,0.06095,0,0,0,0,0,0,0,0,0,0
0,0.35503,0,0,0,0,0,0,0,0,0.31478,0,0.72674,0,0.51577,0,0.79064,0,0,0,0,0.20449,0,0,0,0,0,0.67811,0.052486,0.80117,0,0,0,0,0,0,0,0,0,0,0.97633,0.87354,0,0,0,0,0,0,0,0.82958,0,0,0,0,0,0.31834,0,0,0,0,0,0,0,0
0.37049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62239,0.99755,0.51734,0,0,0.99051,0,0.22653,0,0,0.39801,0.69657,0.064641,0,0,0,0,0,0,0,0,0.18368,0.13195,0,0,0,0,0,0.5233,0.57462,0,0,0.70608,0,0,0,0,0,0,0,0,0.6689,0,0.54,0,0,0
0,0.31907,0,0,0,0,0,0.98605,0,0,0,0.71818,0,0.41318,0.09863,0,0,0.73456,0.63731,0,0,0.073842,0,0,0,0,0,0.12051,0,0,0.9816,0,0,0,0,0,0,0.75983,0.86166,0.35592,0,0.11328,0,0,0,0,0.86394,0,0,0,0,0,0,0,0,0,0,0,0,0.61533,0,0.052305,0.61539,0
0,0.59419,0,0.47588,0,0,0.36831,0,0,0,0,0,0,0,0,0.65561,0.9382,0,0,0,0.62043,0,0,0.28284,0,0,0,0,0,0,0,0,0,0,0,0.93745,0,0.29093,0,0.39587,0.59324,0,0.2472,0,0,0,0,0.35858,0.28645,0,0.57678,0,0.56835,0,0.2982,0,0,0.54152,0,0,0,0,0,0.92584
0,0,0,0.54801,0,0.56686,0,0.68039,0,0.37138,0.078229,0.45635,0,0,0,0.047844,0,0,0.73826,0,0,0.038002,0.95424,0,0,0,0.74237,0,0,0,0,0,0,0,0.93745,0,0,0,0.032633,0,0,0.35457,0,0.49741,0,0,0,0,0.68713,0.59534,0,0,0,0,0,0,0,0.28166,0.8313,0,0.22106,0,0,0.57508
0,0,0,0.11005,0,0,0,0.59705,0.4306,0.73072,0,0,0,0,0,0,0.26118,0,0.094808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24194,0,0,0,0.42992,0,0,0,0,0,0,0,0,0.15841,0.59708,0.16689,0,0,0.12262,0,0,0,0
0,0,0,0,0,0.6522,0,0,0.827,0,0.30808,0,0,0,0,0.40236,0,0,0,0,0,0,0,0,0.88423,0,0,0,0,0.70058,0.24187,0,0,0.75983,0.29093,0,0,0,0,0,0.3044,0.56033,0,0.53784,0.43143,0,0,0,0,0.75287,0,0.32702,0,0,0,0,0,0.4809,0.79024,0,0.095945,0,0,0.0099774
0,0.29086,0,0.24252,0,0,0,0.93668,0.86019,0,0.39723,0,0,0,0,0.47942,0,0,0.565,0,0,0.48962,0.26981,0,0,0,0,0,0,0.98974,0,0,0.18368,0.86166,0,0.032633,0,0,0,0,0.9677,0,0,0,0,0,0,0.23425,0.14115,0,0,0,0,0.44088,0,0.2978,0,0,0,0,0,0,0,0
0.74875,0.64437,0,0.16924,0.95221,0,0,0.54327,0.25141,0.57857,0,0,0,0,0.91548,0,0,0.8956,0,0.48251,0.44274,0,0,0.31175,0.055314,0.75379,0,0,0,0,0,0,0.13195,0.35592,0.39587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80407,0.38085,0,0,0.12501,0.9031,0.68486,0,0.12379,0.060165,0,0,0
0,0,0,0,0.28807,0,0,0,0,0.25034,0,0,0,0,0,0,0,0,0,0.48838,0.72904,0.20262,0.21628,0,0,0,0,0,0,0,0,0.97633,0,0,0.59324,0,0,0.3044,0.9677,0,0,0,0.054189,0,0,0,0,0.2035,0,0,0,0,0,0,0,0,0,0,0,0.28446,0,0.55683,0,0
0,0,0,0,0,0.11831,0,0,0.039023,0,0,0,0.59819,0,0.60431,0,0,0,0,0,0,0,0,0,0,0.51643,0.0075074,0,0.68893,0.94602,0,0.87354,0,0.11328,0,0.35457,0.24194,0.56033,0,0,0,0,0.60896,0.87091,0.83089,0,0,0,0,0,0,0,0.63458,0,0,0,0,0,0.71271,0,0,0,0.77949,0
0.99293,0,0,0.16248,0,0,0,0,0,0.11357,0,0,0,0,0.91288,0.48166,0,0,0,0,0.85181,0,0,0,0,0,0.80991,0,0.18676,0,0,0,0,0,0.2472,0,0,0,0,0,0.054189,0.60896,0,0.72284,0,0,0.19856,0,0,0,0,0,0.36323,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.57513,0.75099,0.15352,0.35679,0,0,0,0,0,0,0.14395,0,0.85061,0,0.33787,0.2752,0.006011,0.80191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49741,0,0.53784,0,0,0,0.87091,0.72284,0,0,0,0,0,0,0,0,0.53825,0,0,0,0,0,0.20826,0,0,0,0.71203,0.95485,0
0.88592,0.21384,0,0,0,0,0,0.03463,0,0,0,0,0.45112,0.013795,0,0,0.47371,0.9512,0,0,0,0,0,0.24895,0,0.38642,0,0,0,0,0,0,0,0,0,0,0,0.43143,0,0,0,0.83089,0,0,0,0,0,0.81378,0,0.49672,0,0,0,0,0,0.38836,0,0,0,0.73573,0,0.48791,0,0
0.73763,0,0,0.94692,0,0,0,0,0.5101,0,0,0.79188,0,0,0,0,0,0,0.45217,0,0.8492,0,0.39043,0,0,0,0,0.73838,0,0,0.97644,0,0.5233,0,0,0,0.42992,0,0,0,0,0,0,0,0,0,0,0,0.51209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.34211,0,0,0,0,0,0,0,0,0.81712,0,0.53169,0.52112,0,0,0.77431,0,0,0,0,0.12026,0,0.62545,0,0,0.34665,0.33462,0,0,0,0.57462,0.86394,0,0,0,0,0,0,0,0,0.19856,0,0,0,0,0,0,0,0,0.46329,0,0.084258,0,0,0.10512,0,0,0.41131,0,0,0,0
0,0,0,0.50141,0.277,0,0,0,0,0,0,0,0,0,0,0.53396,0,0,0,0.57425,0.4128,0,0.014764,0.70276,0,0.50675,0,0.38127,0.064932,0,0,0,0,0,0.35858,0,0,0,0.23425,0,0.2035,0,0,0,0.81378,0,0,0,0.72133,0.86513,0,0,0,0.56324,0,0,0,0,0,0.82898,0,0,0,0.80938
0,0,0,0,0.20424,0.76721,0,0,0,0,0,0,0,0,0.069973,0,0,0,0,0,0,0,0,0.95003,0,0,0,0,0,0.15821,0,0,0,0,0.28645,0.68713,0,0,0.14115,0,0,0,0,0,0,0.51209,0,0.72133,0,0,0.94403,0.82075,0,0,0,0,0,0,0,0.93511,0,0,0.9196,0
0,0,0,0,0,0.84239,0.66293,0,0,0.81624,0,0,0,0,0,0,0,0,0,0.79388,0.46911,0,0.30952,0.68758,0,0.98685,0,0.76993,0,0,0,0.82958,0.70608,0,0,0.59534,0,0.75287,0,0,0,0,0,0,0.49672,0,0,0.86513,0,0,0,0.95191,0.40762,0,0,0,0,0,0,0,0.81951,0,0,0.60881
0,0,0,0,0.40297,0,0,0.10704,0,0,0.72417,0,0,0,0,0,0,0.61368,0,0.78297,0,0,0,0,0,0,0,0.56662,0,0,0.81132,0,0,0,0.57678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94403,0,0,0,0,0,0.3613,0,0,0,0.4726,0,0,0.6176,0,0
0,0,0.32248,0,0,0,0.97615,0,0,0,0,0,0.27821,0.072831,0,0,0.75122,0,0,0,0,0,0,0,0.83119,0.92234,0,0,0,0,0,0,0,0,0,0,0,0.32702,0,0.80407,0,0,0,0.53825,0,0,0.46329,0,0.82075,0.95191,0,0,0,0,0,0,0,0,0,0.39907,0.77148,0.21378,0.38482,0
0.23493,0,0,0,0.3989,0,0.26812,0,0,0,0,0,0.83251,0,0,0.99537,0,0,0,0,0,0,0,0.64975,0,0,0.70395,0.9323,0,0,0.68765,0,0,0,0.56835,0,0,0,0,0.38085,0,0.63458,0.36323,0,0,0,0,0,0,0.40762,0,0,0,0.53931,0,0,0,0,0,0,0.1957,0,0,0.47991
0,0,0,0.57413,0.48693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26222,0,0.57959,0,0.87833,0,0.06095,0,0,0,0,0,0,0,0.44088,0,0,0,0,0,0,0,0.084258,0.56324,0,0,0,0,0.53931,0,0.74163,0.81769,0,0,0,0,0,0,0,0
0,0,0.45897,0,0,0.86098,0,0,0.66084,0.35388,0.34719,0.25372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95253,0,0,0,0,0,0,0,0,0.2982,0,0.15841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3613,0,0,0.74163,0,0,0,0.60816,0,0,0.89512,0,0,0.26844
0.70089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062258,0,0,0,0,0,0,0.37435,0,0,0,0,0,0,0,0.9015,0,0.31834,0,0,0,0,0.59708,0,0.2978,0.12501,0,0,0,0,0.38836,0,0,0,0,0,0,0,0,0.81769,0,0,0.74509,0,0,0,0,0.64566,0.16264,0.2581
0.083821,0.33771,0,0.23613,0,0,0,0,0.31781,0,0,0,0,0,0.98445,0.54825,0.74925,0,0,0,0.84185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16689,0,0,0.9031,0,0,0,0,0,0,0.10512,0,0,0,0,0,0,0,0,0.74509,0,0,0,0,0,0,0,0
0,0.13343,0,0.44579,0.50879,0,0,0.53049,0.85972,0,0,0,0,0.67772,0,0,0.80584,0,0,0.53124,0,0,0,0.9559,0,0.066677,0,0,0,0,0,0,0,0,0.54152,0.28166,0,0.4809,0,0.68486,0,0,0,0.20826,0,0,0,0,0,0,0,0,0,0,0.60816,0,0,0,0,0,0.6843,0.38064,0,0
0,0,0,0.88085,0,0,0.13339,0,0.10241,0,0,0,0,0.95912,0,0,0.1529,0.15254,0,0,0,0,0,0,0.15555,0,0.089569,0,0,0.45442,0,0,0.6689,0,0,0.8313,0,0.79024,0,0,0,0.71271,0,0,0,0,0,0,0,0,0.4726,0,0,0,0,0,0,0,0,0.052211,0,0,0,0
0,0.95806,0,0.50578,0,0.30505,0,0.78981,0,0,0,0,0.23639,0,0,0,0,0.2343,0,0.4647,0,0,0,0,0,0,0,0,0,0.61939,0,0,0,0.61533,0,0,0.12262,0,0,0.12379,0.28446,0,0,0,0.73573,0,0.41131,0.82898,0.93511,0,0,0.39907,0,0,0,0,0,0,0.052211,0,0.65685,0.10371,0,0
0,0,0,0.74767,0.32024,0,0,0,0.49293,0,0,0,0.22165,0.93927,0,0.48231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.22106,0,0.095945,0,0.060165,0,0,0,0,0,0,0,0,0,0.81951,0,0.77148,0.1957,0,0.89512,0,0,0.6843,0,0.65685,0,0,0,0
0,0.99038,0.033692,0,0,0,0,0.42425,0,0,0,0.48998,0.5835,0,0,0.08327,0,0,0,0,0,0,0,0,0,0,0,0,0.66015,0,0,0,0,0.052305,0,0,0,0,0,0,0.55683,0,0,0.71203,0.48791,0,0,0,0,0,0.6176,0.21378,0,0,0,0.64566,0,0.38064,0,0.10371,0,0,0,0
0,0,0,0.37751,0,0,0,0,0,0,0,0.26286,0.24129,0,0.62292,0.52293,0,0.41324,0,0.21779,0,0,0.85855,0,0,0,0.86101,0.28394,0,0,0,0,0,0.61539,0,0,0,0,0,0,0,0.77949,0,0.95485,0,0,0,0,0.9196,0,0,0.38482,0,0,0,0.16264,0,0,0,0,0,0,0,0
0.79675,0.11382,0,0.15882,0,0,0,0,0,0,0,0,0.35583,0,0,0.84776,0,0,0.58278,0,0,0,0,0,0,0,0.58618,0,0,0,0,0,0,0,0.92584,0.57508,0,0.0099774,0,0,0,0,0,0,0,0,0,0.80938,0,0.60881,0,0,0.47991,0,0.26844,0.2581,0,0,0,0,0,0,0,0
